services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
bike ,2024-07-30,18:23:19.542646,completed,Nagawara Valley,Rachenahalli Arc,35.0,RD8434741178055910,7.55,156.72,3.48,160.2,Amazon Pay
bike,2024-07-08,01:12:37.542646,completed,Yelahanka Track,Banerghatta Road Crescent,12.0,RD9690777381518894,2.6,61.69,7.26,68.95,GPay
parcel,2024-07-20,03:51 AM,completed,Doddanekundi Layout,Agrahara Layout Fork,25.0,RD7691928965536504,9.03,132.51,3.53,136.04,Paytm
auto,2024-06-22,03:00:07.542646,completed,Hebbal Kempapura Quarry,Nayandahalli Loop,29.0,RD0012999586946645,11.37,,,,
cab economy,2024-06-21,02:07:49.542646,completed,Gottigere Garden,MG Road Quarry,17.0,RD9083033797945738,9.82,323.35,23.64,346.99,Paytm
cab economy,2024-08-09,20:03:45.542646,cancelled,RMV 2nd Stage Park,Madivala Loop,56.0,RD1525133767238987,17.67,,,,
auto,2024-07-13,02:52:12.542646,completed,Peenya Road,Varthur Meadows,19.0,RD2697856534727332,2.84,135.04,23.74,158.78,Paytm
bike lite,2024-07-16,02:38:56.542646,completed,Kanaka Nagar Harbor,Mahalakshmi Layout Vista,8.0,RD4339985979372494,3.87,35.31,18.36,53.67,QR scan
bike lite,2024-07-01,15:13:40.542646,completed,Kormangala,Lingarajapuram Area,13.0,RD0934474087268970,4.17,38.74,7.55,46.29,Paytm
bike,2024-06-21,08:43:04.542646,completed,Vasanth Nagar Quay,Anekal Station,46.0,RD5843077275347030,7.51,110.14,7.59,117.73,QR scan
bike,2024-06-17,07:41:36.542646,completed,koramangala,Arekere Park,22.0,RD0773560815130615,6.36,72.35,4.08,76.43,
parcel,2024-06-17,03:47:32.542646,completed,BTM 2nd Stage 6th Stage,Hebbal 3rd Stage,9.0,RD9243428606061433,2.38,55.28,0.95,56.23,QR scan
auto,2024-06-18,05:46:40.542646,completed,Koramangala Viewpoint,Kaggalipura Fields,41.0,RD5223007291060805,13.34,304.66,21.5,326.16,Paytm
cab economy,2024-08-03,02:00:38.542646,completed,Marathahalli Alley,Gottigere Esplanade,28.0,RD0518418323695111,8.48,310.81,5.3,316.11,QR scan
bike,2024-06-21,20:23:01.542646,completed,Dasarahalli Harbor,Avalahalli Nagar,15.0,RD0836627644481410,3.93,,,,
bike,2024-07-21,18:47:52.542646,completed,Hosur Road Landing,Srirampura Landing,30.0,RD3211578977018664,6.04,107.09,16.36,123.45,QR scan
bike,2024-07-15,11:36:30.542646,completed,Kothaguda 4th Stage,Chokkanahalli Square,24.0,RD4424779418289045,5.95,64.46,11.45,75.91,Amazon Pay
Cab Economy,2024-08-04,19:48:17.542646,completed,Vijayanagar Passage,Kalyan Nagar Depot,107.0,RD8439601093681322,19.9,575.64,13.69,589.33,Paytm
bike lite,2024-07-31,23:38:07.542646,completed,Hosur Road Passage,Kothanur Cove,8.0,RD9021159049778670,5.17,48.52,11.77,60.29,GPay
auto,2024-07-12,03:34 AM,completed,Kundalahalli Track,Devarachikkanahalli Fields,20.0,RD8760409129930607,8.84,198.63,5.89,204.52,GPay
bike lite,2024-07-23,11:14:59.542646,completed,Srirampura Area,Nagwara Hills,14.0,RD2428889305759362,6.03,,,,
bike,2024-07-19,16:42:49.542646,completed,Kalena Agrahara Cut,Nayandahalli Viewpoint,41.0,RD8371038055712046,8.28,102.79,3.59,106.38,Paytm
bike,2024-07-27,00:23:29.542646,completed,Doddanekundi Landing,Subramanyapura Track,20.0,RD5952542021969935,8.56,106.43,8.02,114.45,
bike,2024-07-20,10:04:08.542646,completed,Banerghatta Road Ridge,Ramnagar Loop,15.0,RD4677382804795631,2.16,69.1,9.59,78.69,GPay
auto,2024-07-13,16:11:12.542646,completed,Harohalli 1st Stage,Rajajinagar Works,5.0,RD4849767826126197,3.95,86.75,2.83,89.58,QR scan
cab economy,2024-07-10,15:20:38.542646,completed,Dasarahalli Quay,Sonnenahalli Heights,52.0,RD4047377348270168,17.32,387.3,5.4,392.7,Paytm
cab economy,2024-07-02,12:42:48.542646,completed,RT Nagar Area,Agara Cutting,15.0,RD0783198066392046,6.55,154.86,39.63,194.49,Paytm
bike,2024-07-28,10:56:45.542646,completed,Jakkur District,Domlur Zone,14.0,RD5594888634746829,2.68,,,,
parcel,2024-08-11,01:35:40.542646,cancelled,Nandini Layout Quarters,Nandini Layout 6th Stage,5.0,RD8382653653352539,2.48,,,,
bike,2024-06-22,10:43:44.542646,completed,Vidyaranyapura Valley,Kasturi Nagar View,49.0,RD7012162414661795,12.6,194.12,15.5,209.62,GPay
bike ,2024-07-15,21:17:57.542646,completed,Hebbal Dam,Madiwala Extension,20.0,RD1446819642254163,8.31,83.78,0.61,84.39,Paytm
bike,2024-06-26,06:29:24.542646,completed,Balagere Complex,Ulsoor Court,28.0,RD9667063248947207,7.01,74.12,7.52,81.64,QR scan
bike,2024-07-14,17:56:38.542646,completed,Tavarekere Boulevard,Malleshwaram Extension,25.0,RD5780283332877741,7.82,103.0,7.1,110.1,GPay
auto,2024-08-13,01:35:45.542646,completed,Jakkur Enclave,Hosur Road Cutting,19.0,RD0260572275316675,8.05,234.92,1.55,236.47,Amazon Pay
bike lite,2024-07-12,10:28:27.542646,completed,Srirampura Hills,HRBR Layout Estate,25.0,RD9945506158596600,5.27,68.12,9.25,77.37,QR scan
bike lite,2024-08-04,20:04:21.542646,completed,Ulsoor 2nd Stage,Agrahara Layout Woods,31.0,RD4545577390548686,7.67,68.35,36.51,104.86,QR scan
cab economy,2024-07-06,21:35:37.542646,completed,Tavarekere Extension,Banaswadi Cross,20.0,RD5266407404435555,5.99,,,,
auto,2024-07-31,22:15:55.542646,completed,Pai Layout 2nd Block,Tavarekere Landing,6.0,RD9722935742011704,4.8,82.91,24.35,107.26,Paytm
auto,2024-06-25,10:15:15.542646,completed,Gottigere 5th Block,Nayandahalli Quadrant,83.0,RD0353038959935528,14.71,461.23,15.99,477.22,Amazon Pay
parcel,2024-07-12,11:09:44.542646,completed,Kalyan Nagar Farms,Vijayanagar Zone,15.0,RD2758864587106379,5.92,81.52,1.28,82.8,QR scan
bike,2024-08-06,16:36:08.542646,completed,Hennur Yard,Dommasandra Layout,35.0,RD7832254692950282,9.94,108.89,13.57,122.46,Amazon Pay
auto,2024-08-14,15:39:55.542646,completed,Magadi Road Bridge,Ashok Nagar Valley,18.0,RD5194279740377379,4.0,98.3,1.53,99.83,Paytm
bike,2024-08-05,22:30:33.542646,completed,Kasavanahalli Pointe,Anekal Village,33.0,RD3273486050639225,4.92,67.63,3.29,70.92,Amazon Pay
parcel,2024-08-07,15:42:33.542646,completed,Koramangala Bay,Ramamurthy Nagar Sector,33.0,RD1963695699217938,9.32,120.22,25.52,145.74,Paytm
auto,2024-07-18,08:16:11.542646,completed,Mahadevapura Quay,BTM Layout 5th Block,40.0,RD0421684076145381,10.21,,,,
bike,2024-07-01,12:35:51.542646,completed,Nandini Layout Lane,Vijayanagar Summit,10.0,RD3665761286901233,3.44,45.83,0.97,46.8,QR scan
parcel,2024-06-22,14:15:31.542646,cancelled,Kothanur 2nd Block,Naganathapura Loop,12.0,RD7404550854748674,3.32,,,,
auto,2024-07-01,04:19:06.542646,completed,Electronic City Nagar,Kalyan Nagar View,11.0,RD0077099539917517,2.66,100.44,9.42,109.86,GPay
bike,2024-08-05,12:55:52.542646,completed,Bellandur Promenade,Kumaraswamy Layout Area,27.0,RD6608750602650760,6.64,,,,
bike,2024-07-22,01:14:19.542646,completed,Kalyan Nagar Enclave,Babusapalya Woods,14.0,RD0606576894879709,4.4,62.61,1.14,63.75,
cab economy,2024-07-21,21:12:14.542646,completed,Koramangala 4th Block Summit,Horamavu Run,8.0,RD9722596382599738,4.62,121.04,18.35,139.39,GPay
bike,2024-06-19,06:20:52.542646,completed,Doddaballapur Arcade,Sahakar Nagar Village,46.0,RD1296442780421523,13.26,135.81,5.94,141.75,Amazon Pay
bike,2024-08-13,09:15:24.542646,cancelled,Chikkajala District,Chandra Layout 5th Block,75.0,RD0199846400559415,13.12,,,,
cab economy,2024-07-09,08:01:31.542646,cancelled,Vidya Vihar 2nd Block,Whitefield Commons,61.0,RD9109318617741637,15.42,,,,
bike lite,2024-06-24,08:05:48.542646,completed,Dasarahalli Viewpoint,Jayanagar View,11.0,RD6763544162346806,2.76,37.75,5.74,43.49,Paytm
cab economy,2024-07-07,07:35:01.542646,completed,Doddakannelli Quay,JP Nagar Close,5.0,RD2412171746752909,2.0,,,,
bike,2024-08-06,17:25:08.542646,completed,Shivaji Nagar Bay,Shivaji Nagar Trail,38.0,RD9933506084971686,8.36,135.85,43.71,179.56,Paytm
cab economy,2024-08-12,06:24:46.542646,completed,Banerghatta Road Ridge,Doddanekundi Arcade,5.0,RD8979723935983274,2.0,88.72,2.73,91.45,Paytm
parcel,2024-07-02,15:25:36.542646,completed,Kalyan Nagar Landing,Begur 1st Stage,20.0,RD6869858126527492,3.65,57.43,2.61,60.04,QR scan
bike,2024-07-06,01:14:15.542646,completed,Madiwala 4th Block,Kaggalipura Hills,13.0,RD0151482439255635,1.83,42.53,4.31,46.84,QR scan
cab economy,2024-06-22,09:07:15.542646,completed,Vidya Vihar Terrace,Chokkanahalli Quadrant,46.0,RD0182303676719313,11.31,492.57,12.19,504.76,GPay
bike,2024-07-26,22:15:06.542646,completed,Basavanagudi Square,Bellandur Bridge,9.0,RD6274683166353736,2.08,,,,
auto,2024-07-11,10:55:48.542646,completed,Benson Town Esplanade,Bagalur Township,40.0,RD1399587578114934,7.54,234.62,4.31,238.93,GPay
bike lite,2024-07-05,18:00:04.542646,completed,Chokkanahalli Township,Hulimavu Zone,50.0,RD3416721998375926,10.0,131.17,0.01,131.18,QR scan
cab economy,2024-07-02,15:51:46.542646,completed,Dooravani Nagar Way,Jayanagar Ridge,12.0,RD5681792293238597,3.66,131.57,3.4,134.97,Paytm
bike,2024-07-27,11:01:55.542646,completed,Munnekollal Summit,Billekahalli Square,5.0,RD1788403714834486,1.79,27.7,1.61,29.31,QR scan
bike,2024-06-29,09:14:16.542646,completed,Malleshwaram Pier,Malleshwaram 4th Stage,26.0,RD2353265429562766,5.11,84.89,5.55,90.44,QR scan
cab economy,2024-08-10,06:47:34.542646,completed,Koramangala 6th Block Farms,Kanaka Nagar Pass,14.0,RD1507546377773353,4.81,133.81,2.07,135.88,QR scan
bike lite,2024-08-06,12:01:18.542646,completed,Yelahanka New Town District,Horamavu Banaswadi Mews,11.0,RD0925109233412821,1.97,24.64,8.45,33.09,Amazon Pay
parcel,2024-07-03,06:14:03.542646,completed,Yelahanka Road,Koramangala 7th Block Way,7.0,RD8040154583337328,2.55,45.85,5.8,51.65,Amazon Pay
auto,2024-07-02,10:08:54.542646,completed,Subbanna Palya Garden,Lingarajapuram Square,40.0,RD8612479818460117,7.35,264.2,3.06,267.26,Amazon Pay
bike,2024-06-26,19:45:58.542646,cancelled,Bagalur Drive,Kothnur Terrace,30.0,RD6940364679713557,8.55,,,,
parcel,2024-07-20,05:22:22.542646,completed,Mysore Road Trail,Dooravani Nagar Grove,40.0,RD5717638328699512,15.41,221.25,2.12,223.37,GPay
bike,2024-08-01,14:57:19.542646,cancelled,Agrahara Layout 1st Stage,Bellandur Depot,11.0,RD9792912855038697,3.61,,,,
cab economy,2024-07-10,23:50:17.542646,completed,Banaswadi Cutting,Nagawara 6th Block,23.0,RD7143224691759374,10.06,306.61,0.36,306.97,QR scan
cab economy,2024-07-27,23:40:10.542646,completed,Sanjay Nagar Pointe,Hulimavu Drive,8.0,RD2885107790853881,3.63,137.42,23.4,160.82,QR scan
parcel,2024-08-15,08:31:39.542646,completed,Naganathapura Trail,Anekal 4th Stage,15.0,RD5010177899206724,4.74,114.65,4.7,119.35,QR scan
bike,2024-07-16,18:41:33.542646,completed,Basavanagudi Grove,Avalahalli Extension,10.0,RD5498098498461691,2.85,65.3,4.07,69.37,Amazon Pay
bike,2024-07-18,01:32:15.542646,completed,Subbanna Palya Alley,Madivala Side,16.0,RD2302694466735123,4.82,82.63,9.91,92.54,Paytm
bike,2024-08-08,04:45:13.542646,completed,Vidya Vihar Bridge,Benson Town Pointe,16.0,RD0565812616425661,2.59,67.28,0.95,68.23,GPay
 bike,2024-06-24,14:42:09.542646,completed,Jalahalli Landing,Hebbal Landing,18.0,RD6028066473796988,5.4,63.95,0.55,64.5,GPay
parcel,2024-08-10,23:12:26.542646,completed,Doddaballapur Cove,BTM 2nd Stage Extension,17.0,RD1015218400474516,5.55,107.86,15.33,123.19,Paytm
auto,2024-07-03,11:15:53.542646,completed,Sahakar Nagar Way,Dodda Banaswadi 6th Stage,36.0,RD0081770189156439,9.14,170.19,0.19,170.38,Paytm
auto,2024-07-02,01:03:44.542646,completed,Hebbal Kempapura Pointe,Gottigere Run,25.0,RD1001680262991152,8.34,197.9,15.21,213.11,GPay
bike,2024-06-23,21:39:43.542646,completed,Byatarayanapura Fork,Subbanna Palya 3rd Block,8.0,RD3811096594279390,3.78,45.3,19.74,65.04,Paytm
cab economy,2024-07-12,21:55:20.542646,completed,Kodigehalli 3rd Block,Shivaji Nagar Lane,10.0,RD3826625719014454,4.03,119.43,6.9,126.33,QR scan
bike,2024-07-26,15:17:01.542646,completed,Giri Nagar Quay,Kadugodi Court,6.0,RD7722019839956293,2.83,31.89,20.48,52.37,QR scan
cab economy,2024-07-08,11:25:54.542646,completed,Vasanth Nagar 3rd Block,Hosur Road Quay,82.0,RD3602350447124899,23.34,557.93,6.5,564.43,Amazon Pay
parcel,2024-06-29,13:34:45.542646,cancelled,Seshadripuram Side,Peenya Extension,9.0,RD2693564429712682,3.9,,,,
parcel,2024-07-03,10:26:45.542646,completed,Byatarayanapura Side,Kaggalipura Meadows,13.0,RD9614736182085183,3.83,79.77,8.05,87.82,
bike,2024-06-22,15:22:31.542646,completed,MG Road Garden,Bikasipura Landing,18.0,RD0931265556630945,4.86,61.67,0.61,62.28,Paytm
parcel,2024-06-26,10:14:49.542646,cancelled,Kothnur Vista,Jakkasandra Cut,59.0,RD4135623992129626,8.88,,,,
bike,2024-07-29,19:58:52.542646,completed,Dasarahalli Run,Dommasandra Village,30.0,RD3145139702946352,8.34,124.75,9.28,134.03,Paytm
parcel,2024-08-13,04:12:40.542646,completed,Kudlu Gate Quay,Hennur Road Viewpoint,21.0,RD6182574005058202,4.88,101.08,6.27,107.35,Paytm
parcel,2024-06-24,21:09:13.542646,completed,Chokkanahalli Township,Subramanyapura Crescent,42.0,RD2714450101446153,9.49,124.29,1.82,126.11,GPay
bike,2024-06-22,21:03:37.542646,completed,Mahadevapura Boulevard,Sonnenahalli Complex,9.0,RD1682198550548681,1.55,30.49,1.61,32.1,QR scan
auto,2024-07-16,05:58:54.542646,completed,Anekal 3rd Stage,Srirampura Road,15.0,RD5735546438060404,4.96,158.17,17.92,176.09,GPay
parcel,2024-07-23,02:19:27.542646,completed,Varthur Zone,Hosur Meadows,21.0,RD1889279404037549,9.54,152.37,11.48,163.85,QR scan
bike,2024-06-20,11:14:43.542646,completed,Seshadripuram Depot,Electronic City Summit,15.0,RD8716443390141612,5.04,54.45,5.38,59.83,GPay
auto,2024-08-14,17:40:52.542646,cancelled,Magadi Road Cut,Kadubeesanahalli Complex,7.0,RD2122286757117715,1.71,,,,
auto,2024-07-31,07:48:37.542646,completed,Sanjay Nagar Farms,Balagere Fields,10.0,RD3966872363821171,2.53,64.04,13.38,77.42,GPay
bike,2024-07-24,08:30:06.542646,completed,Magadi Road Plaza,Hebbal Cutting,5.0,RD7196767726940542,1.03,29.39,5.12,34.51,Amazon Pay
bike lite,2024-07-25,13:44:37.542646,completed,Lingarajapuram Heights,Kudlu Loop,18.0,RD7258730395212224,6.52,46.18,27.65,73.83,Amazon Pay
bike,2024-07-12,16:25:06.542646,completed,Dodda Banaswadi Close,Kadubeesanahalli Esplanade,9.0,RD1376385216857376,3.75,43.94,5.56,49.5,QR scan
parcel,2024-07-06,03:52:00.542646,completed,Pai Layout Track,Kanaka Nagar Enclave,14.0,RD4953436983624449,3.29,69.55,13.44,82.99,GPay
cab economy,2024-06-21,08:57:48.542646,completed,Kothanur 1st Block,Kudlu Gate Plaza,54.0,RD8407991072076591,11.43,563.45,13.31,576.76,QR scan
cab economy,2024-08-04,13:14:26.542646,completed,Banerghatta Road Pier,Horamavu Banaswadi Garden,33.0,RD2235409114541807,15.79,369.69,7.26,376.95,Paytm
auto,2024-07-22,21:41:18.542646,completed,Dr. Shivaram Karanth Nagar Boulevard,Banerghatta Road Plaza,8.0,RD7978624293412367,1.58,55.81,8.93,64.74,GPay
bike lite,2024-07-24,17:39:06.542646,completed,Bommasandra Track,Nagasandra Bay,23.0,RD4258462657012669,4.65,81.92,13.05,94.97,Amazon Pay
bike,2024-07-01,20:54:03.542646,completed,Bommasandra Pointe,Nelamangala Crescent,25.0,RD6526385717703593,7.29,79.36,14.03,93.39,GPay
Auto,2024-08-09,20:17:52.542646,completed,Ashok Nagar Area,Horamavu Enclave,17.0,RD3166048582244817,5.08,120.5,0.31,120.81,Paytm
bike,2024-06-25,16:11:35.542646,completed,Thanisandra Depot,KR Puram Trail,31.0,RD3318659809377690,9.17,88.84,3.99,92.83,
cab economy,2024-07-28,07:29:37.542646,completed,Sadashiva Nagar Enclave,Koramangala Loop,19.0,RD2812945414381234,6.32,,,,
bike,2024-07-30,13:31:13.542646,completed,Chandra Layout Arc,Thanisandra Fields,12.0,RD6428383689839498,3.1,,,,
bike,2024-08-16,08:54:59.542646,completed,Mysore Road Cross,Bommasandra Township,21.0,RD7868441257465751,3.08,97.45,0.52,97.97,GPay
parcel,2024-07-06,21:00:35.542646,completed,Chandra Layout Farms,Koramangala 8th Block Crescent,9.0,RD2265196948697858,2.51,45.34,26.24,71.58,Amazon Pay
parcel,2024-08-05,18:17:12.542646,completed,Kormangala,Harohalli Landing,9.0,RD3656467366375313,2.67,60.78,5.54,66.32,GPay
parcel,2024-08-02,08:30:16.542646,completed,Ramnagar Landing,HRBR Layout Vista,5.0,RD5335542180578166,1.0,48.57,0.42,48.99,GPay
parcel,2024-07-25,19:34:09.542646,cancelled,Hoodi Cross,Bommasandra Depot,80.0,RD2397151131727133,16.22,,,,
auto,2024-06-21,03:39:10.542646,completed,Koramangala 8th Block Trail,Agrahara Layout Valley,43.0,RD1498148290158459,12.63,316.09,9.17,325.26,QR scan
bike lite,2024-07-24,03:03:33.542646,completed,Agrahara Layout Estate,Hebbal Kempapura Extension,47.0,RD8514953413880090,14.08,129.81,4.63,134.44,Paytm
bike,2024-08-04,23:34:55.542646,completed,Dasarahalli Mews,Frazer Town 2nd Block,14.0,RD3863299494820814,3.82,78.4,5.57,83.97,Paytm
cab economy,2024-07-27,13:43:06.542646,completed,Chikkagubbi Circle,Bikasipura Sector,63.0,RD5630816147276609,25.33,,,,
bike,2024-08-16,07:02:09.542646,completed,Bellandur Outer Ring Road Park,Domlur Garden,21.0,RD8285735612035953,2.07,46.3,1.66,47.96,Amazon Pay
bike,2024-06-29,12:22:48.542646,completed,Dodda Banaswadi 2nd Stage,Kasavanahalli Quadrant,11.0,RD9838904905491935,5.02,50.99,2.17,53.16,QR scan
bike,2024-08-08,17:27:06.542646,completed,Mahalakshmi Layout Depot,Kengeri Square,16.0,RD2151138556754092,2.22,53.0,4.16,57.16,Paytm
auto,2024-07-21,12:21:06.542646,completed,Kudlu Gate Plaza,Mahadevapura Yard,18.0,RD0685964213829437,3.74,106.45,6.94,113.39,Amazon Pay
bike,2024-07-31,21:46:33.542646,cancelled,Chikkalasandra Square,Nagawara Cut,19.0,RD9657336586227981,6.62,,,,
auto,2024-07-12,08:01:35.542646,cancelled,Yeshwanthpur 1st Stage,Horamavu Loop,19.0,RD7988400458544547,4.68,,,,
bike,2024-06-22,16:18:50.542646,cancelled,Kaval Byrasandra Vista,VV Puram Loop,9.0,RD8602630295268844,2.71,,,,
bike,2024-08-16,15:56:58.542646,cancelled,Sonnenahalli Pointe,Hosur Sarjapur Road Layout Township,18.0,RD7837605058505053,3.58,,,,
bike,2024-08-08,18:16:29.542646,completed,Naganathapura Hills,Rajarajeshwari Nagar Farms,42.0,RD6898663870004111,6.36,166.71,7.43,174.14,Paytm
auto ,2024-07-04,17:17:29.542646,completed,Koramangala ,Kumaraswamy Layout Enclave,28.0,RD8534221895995103,4.12,192.49,7.39,199.88,QR scan
bike,2024-06-25,12:50:27.542646,completed,Madivala Harbor,Electronic City Nagar,20.0,RD8301796132157542,6.99,69.93,1.97,71.9,GPay
cab economy,2024-06-22,16:23:13.542646,cancelled,Ashok Nagar Ridge,Balagere Run,6.0,RD9223697307455680,2.0,,,,
cab economy,2024-08-09,22:37:48.542646,completed,Banaswadi Heights,Kanaka Nagar District,19.0,RD5214349707113399,3.43,128.26,4.61,132.87,Amazon Pay
parcel,14/08/2024,01:27:32.542646,completed,Koramangala ,Vijayanagar Quadrant,12.0,RD3503469654659915,4.68,79.43,6.9,86.33,Amazon Pay
auto,2024-07-24,23:21:48.542646,completed,Chikkalasandra Woods,Ashok Nagar Heights,16.0,RD9353053861073692,7.11,206.42,12.3,218.72,Amazon Pay
bike,2024-07-05,16:21:51.542646,completed,Hulimavu Quarters,Bellandur Side,29.0,RD6064859783448698,6.77,76.75,9.2,85.95,Paytm
bike,2024-07-04,08:42:14.542646,completed,Kothanur Close,Avalahalli Bay,32.0,RD4117170216979867,5.39,116.94,2.76,119.7,
bike,2024-07-07,17:09:41.542646,cancelled,Gottigere Harbor,Vidyaranyapura Harbor,15.0,RD0105457632204628,2.09,,,,
bike lite,2024-07-26,07:56:52.542646,completed,Koramangala 6th Block Quay,Chikkalasandra Extension,15.0,RD5742706859741506,4.39,41.21,8.32,49.53,Amazon Pay
bike,2024-06-20,20:46:05.542646,completed,Marathahalli Woods,Kanaka Nagar Fork,27.0,RD4825859572301922,4.38,,,,
cab economy,2024-08-08,18:06:54.542646,completed,Horamavu Agara Extension,Kothaguda Fork,18.0,RD9005569828934301,3.21,,,,
auto,2024-07-16,19:21:39.542646,completed,Banaswadi Cutting,Kundalahalli Complex,31.0,RD2537240262348172,6.77,193.04,22.87,215.91,GPay
auto,2024-07-30,03:08:49.542646,completed,Domlur Woods,Kaggalipura Ridge,12.0,RD8878071097745227,4.61,149.84,13.9,163.74,GPay
bike,2024-08-11,07:42:57.542646,completed,Kadugodi Passage,Kadubeesanahalli Fields,13.0,RD5540988794996651,3.97,50.28,0.65,50.93,Paytm
bike lite,2024-06-29,15:17:34.542646,completed,Electronic City Heights,Benniganahalli Landing,12.0,RD1716694882946439,5.54,42.09,11.46,53.55,QR scan
bike,2024-08-05,13:31:43.542646,completed,Jayanagar Extension,Kundalahalli Way,5.0,RD3835248862704463,3.34,34.16,14.24,48.4,Amazon Pay
auto,2024-06-27,17:56:19.542646,cancelled,Benniganahalli Ridge,Dodda Banaswadi Estate,31.0,RD0483482365386738,3.22,,,,
BIKE,2024-06-27,04:21:04.542646,completed,Koramangala Zone,Doddaballapur Close,24.0,RD6937204118776666,4.72,89.94,5.74,95.68,
auto,2024-07-20,03:32:26.542646,completed,Kalyan Nagar View,Ramamurthy Nagar 4th Block,26.0,RD3532320325436152,9.09,229.22,32.48,261.7,Amazon Pay
auto,2024-06-24,21:32:24.542646,completed,Bellandur Outer Ring Road Square,Nagarbhavi Cross,31.0,RD6992257622204021,12.33,229.92,14.92,244.84,Paytm
auto,2024-07-04,08:19:42.542646,completed,Tavarekere Ridge,Lingarajapuram Vista,38.0,RD9033509105574067,10.19,326.8,1.26,328.06,
bike,2024-07-30,10:03:24.542646,completed,Kengeri 2nd Block,Koramangala 4th Block Crescent,12.0,RD7554091520449165,2.45,67.0,3.3,70.3,QR scan
bike lite,2024-08-03,18:13:03.542646,completed,Basaveshwaranagar Meadows,Ramnagar Passage,14.0,RD3802751548570399,1.36,,,,
cab economy,2024-07-05,00:32:16.542646,completed,Dooravani Nagar 4th Stage,HRBR Layout Alcove,9.0,RD6387511338909842,5.2,191.55,0.11,191.66,QR scan
bike,2024-06-21,21:31:14.542646,completed,Sadashiva Nagar Sector,Doddanekundi 5th Stage,18.0,RD5923708155837419,4.37,59.73,4.24,63.97,Amazon Pay
bike lite,2024-07-06,02:48:35.542646,completed,Anjanapura Park,Nagarbhavi Quarters,9.0,RD6408239815572533,6.13,52.05,12.26,64.31,Amazon Pay
bike,2024-08-11,05:21:03.542646,cancelled,Kothnur Cove,Kothaguda Viewpoint,10.0,RD1286076493300184,3.63,,,,
