services,date,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,timestamp,year,month,hour,day_of_week,is_weekend,peak_hour,time_slot,completed,source_cancel_rate,demand_zone,demand_intensity,service_cancel_rate,avg_speed_kmh,fare_per_km,distance_category,duration_category,fare_category
cab_economy,2024-07-10,completed,kothaguda complex,hsr layout complex,15,RD9929093775154764,5.61,164.02,10.33,174.35,paytm,2024-07-10 22:36:14,2024,7,22,2,0,0,night,1,0.0,low_demand,1.01,0.1074,22.44,31.08,medium,quick,premium
cab_economy,2024-08-15,completed,ashok nagar bridge,hosur road landing,16,RD8000612415784099,5.87,257.75,17.25,275.0,paytm,2024-08-15 04:48:00,2024,8,4,3,0,0,late_night,1,0.5,low_demand,1.0,0.1074,22.01,46.85,medium,moderate,premium
cab_economy,2024-06-21,cancelled,jakkasandra yard,iti layout promenade,28,RD7538921359056183,4.61,0.0,0.0,0.0,not_applicable,2024-06-21 18:09:21,2024,6,18,4,0,1,evening_rush,0,0.5,low_demand,1.0,0.1074,9.88,0.0,short,moderate,cancelled
bike,2024-07-01,completed,basavanagudi bridge,magadi road drive,56,RD1099945174805933,16.31,230.54,8.99,239.53,paytm,2024-07-01 08:53:29,2024,7,8,0,0,1,morning_rush,1,0.0,medium_demand,1.0,0.1036,17.47,14.69,long,long,premium
parcel,2024-06-27,cancelled,arekere fork,bikasipura drive,30,RD0322184638690144,9.2,0.0,0.0,0.0,not_applicable,2024-06-27 11:41:13,2024,6,11,3,0,0,late_morning,0,0.4,medium_demand,1.05,0.1053,18.4,0.0,medium,moderate,cancelled
bike,2024-08-02,completed,bellandur woods,hennur arc,22,RD9124159884865557,1.32,43.86,5.52,49.38,gpay,2024-08-02 16:15:54,2024,8,16,4,0,0,evening_rush,1,0.3333,low_demand,0.98,0.1036,3.6,37.41,short,moderate,budget
auto,2024-07-16,cancelled,kothanur 2nd block,ulsoor valley,26,RD8876779861287509,7.8,0.0,0.0,0.0,not_applicable,2024-07-16 11:34:35,2024,7,11,1,0,0,late_morning,0,0.5,high_demand,1.05,0.1028,18.0,0.0,medium,moderate,cancelled
auto,2024-07-19,completed,anekal vista,kumaraswamy layout cutting,48,RD3200621968128393,12.8,250.8,5.52,256.32,amazon pay,2024-07-19 17:00:31,2024,7,17,4,0,1,evening_rush,1,0.2,medium_demand,1.0,0.1028,16.0,20.02,medium,long,premium
bike,2024-07-09,completed,sanjay nagar colony,hulimavu court,35,RD3298911371382578,10.2,103.63,5.52,109.15,qr scan,2024-07-09 22:38:00,2024,7,22,1,0,0,night,1,0.1429,high_demand,1.01,0.1036,17.49,10.7,medium,long,standard
bike,2024-07-09,completed,naganathapura 5th block,madiwala zone,19,RD9198038078566151,2.18,65.55,17.72,83.27,qr scan,2024-07-09 19:07:13,2024,7,19,1,0,1,evening_rush,1,0.0,medium_demand,0.99,0.1036,6.88,38.2,short,moderate,standard
bike_lite,2024-07-04,completed,avalahalli 1st stage,whitefield cove,14,RD0825756492630499,2.85,30.13,13.35,43.48,qr scan,2024-07-04 13:29:57,2024,7,13,3,0,0,afternoon,1,0.125,high_demand,1.02,0.0995,12.21,15.26,short,quick,budget
parcel,2024-07-21,cancelled,nagwara farms,doddakannelli place,15,RD8082104368435073,3.16,0.0,0.0,0.0,not_applicable,2024-07-21 05:38:40,2024,7,5,6,1,0,late_night,0,0.3333,low_demand,1.01,0.1053,12.64,0.0,short,quick,cancelled
bike,2024-07-09,completed,kumaraswamy layout enclave,nayandahalli dam,8,RD4995727880339172,2.07,31.9,2.19,34.09,amazon pay,2024-07-09 16:37:33,2024,7,16,1,0,0,evening_rush,1,0.0,low_demand,0.98,0.1036,15.52,16.47,short,quick,budget
parcel,2024-08-12,completed,avalahalli quay,chikkabellandur commons,17,RD9587343329232105,5.26,96.4,4.56,100.96,qr scan,2024-08-12 04:38:47,2024,8,4,0,0,0,late_night,1,0.0,high_demand,1.0,0.1053,18.56,19.19,medium,moderate,standard
auto,2024-07-06,completed,mahadevapura colony,rmv 2nd stage township,15,RD0196218220127974,3.17,113.05,2.09,115.14,gpay,2024-07-06 23:40:19,2024,7,23,5,1,0,late_night,1,0.0,medium_demand,0.96,0.1028,12.68,36.32,short,quick,standard
auto,2024-06-20,completed,koramangala pass,rajajinagar plaza,19,RD4370142322524324,7.49,181.28,1.84,183.12,gpay,2024-06-20 23:04:57,2024,6,23,3,0,0,late_night,1,0.2,medium_demand,0.96,0.1028,23.65,24.45,medium,moderate,premium
cab_economy,2024-08-16,completed,hebbal cove,hrbr layout township,77,RD6122391100446857,16.85,557.31,14.87,572.18,paytm,2024-08-16 19:41:18,2024,8,19,4,0,1,evening_rush,1,0.0,medium_demand,0.99,0.1074,13.13,33.96,long,long,premium
parcel,2024-06-17,completed,tavarekere 1st block,electronic city promenade,12,RD9453082414861530,3.71,50.12,4.08,54.2,amazon pay,2024-06-17 13:18:41,2024,6,13,0,0,0,afternoon,1,0.2,medium_demand,1.02,0.1053,18.55,14.61,short,quick,budget
auto,2024-08-08,completed,jayanagar park,kr puram vista,24,RD2238329909604667,6.15,141.17,0.75,141.92,amazon pay,2024-08-08 07:28:30,2024,8,7,3,0,0,morning_rush,1,0.0,medium_demand,1.02,0.1028,15.38,23.08,medium,moderate,standard
cab_economy,2024-08-13,completed,madivala viewpoint,btm layout pier,48,RD8197897547558903,12.31,405.42,2.33,407.75,qr scan,2024-08-13 08:06:17,2024,8,8,1,0,1,morning_rush,1,0.0,low_demand,1.0,0.1074,15.39,33.12,medium,long,premium
auto,2024-06-19,completed,iti layout extension,ramamurthy nagar 4th stage,19,RD7991971558296182,7.89,220.97,4.19,225.16,qr scan,2024-06-19 01:52:27,2024,6,1,2,0,0,late_night,1,0.0,medium_demand,1.01,0.1028,24.92,28.54,medium,moderate,premium
bike,2024-08-07,completed,banashankari landing,anjanapura sector,37,RD2060994594912255,14.29,193.76,0.03,193.79,gpay,2024-08-07 05:24:49,2024,8,5,2,0,0,late_night,1,0.3333,high_demand,1.01,0.1036,23.17,13.56,medium,long,premium
bike_lite,2024-08-07,completed,vidyaranyapura pointe,chikkajala cross,34,RD2113530102067044,8.49,89.19,5.21,94.4,qr scan,2024-08-07 03:02:03,2024,8,3,2,0,0,late_night,1,0.1429,high_demand,0.99,0.0995,14.98,11.12,medium,long,standard
auto,2024-07-20,completed,koramangala,balagere grove,12,RD7452361731925978,5.34,113.73,0.23,113.96,gpay,2024-07-20 14:35:15,2024,7,14,5,1,0,afternoon,1,0.1017,high_demand,0.97,0.1028,26.7,21.34,medium,quick,standard
bike,2024-06-26,completed,madiwala side,rajajinagar farms,20,RD3631715730301864,7.59,75.38,2.48,77.86,paytm,2024-06-26 13:05:15,2024,6,13,2,0,0,afternoon,1,0.0,low_demand,1.02,0.1036,22.77,10.26,medium,moderate,standard
bike,2024-08-02,cancelled,bikasipura cut,horamavu lane,9,RD7185030106312139,1.59,0.0,0.0,0.0,not_applicable,2024-08-02 10:37:56,2024,8,10,4,0,1,late_morning,0,0.25,medium_demand,1.0,0.1036,10.6,0.0,short,quick,cancelled
cab_economy,2024-08-02,completed,kudlu 2nd block,byatarayanapura fork,44,RD3799852520260606,8.39,462.19,9.8,471.99,paytm,2024-08-02 08:50:07,2024,8,8,4,0,1,morning_rush,1,0.0,low_demand,1.0,0.1074,11.44,56.26,medium,long,premium
bike,2024-07-07,completed,gottigere quarters,kalena agrahara view,10,RD8766072152996157,5.16,46.31,18.49,64.8,paytm,2024-07-07 13:58:00,2024,7,13,6,1,0,afternoon,1,0.0,high_demand,1.02,0.1036,30.96,12.56,medium,quick,budget
bike,2024-08-08,completed,doddakannelli township,nagarbhavi meadows,35,RD4811820731711201,11.98,117.06,2.4,119.46,qr scan,2024-08-08 06:05:07,2024,8,6,3,0,0,morning_rush,1,0.0,low_demand,1.0,0.1036,20.54,9.97,medium,long,standard
cab_economy,2024-08-08,completed,nagarbhavi court,kodigehalli valley,19,RD6036340900532080,8.28,213.64,5.52,219.16,amazon pay,2024-08-08 05:04:37,2024,8,5,3,0,0,late_night,1,0.0,medium_demand,1.01,0.1074,26.15,26.47,medium,moderate,premium
cab_economy,2024-07-31,completed,arekere 3rd stage,vidyaranyapura track,15,RD6835064895109550,7.1,213.37,3.26,216.63,qr scan,2024-07-31 04:07:25,2024,7,4,2,0,0,late_night,1,0.0,low_demand,1.0,0.1074,28.4,30.51,medium,quick,premium
cab_economy,2024-08-04,completed,chikkajala way,mahadevapura pass,5,RD7538653646680457,2.68,99.05,5.63,104.68,amazon pay,2024-08-04 14:07:26,2024,8,14,6,1,0,afternoon,1,0.0,low_demand,0.97,0.1074,32.16,39.06,short,quick,standard
auto,2024-06-17,completed,pai layout 4th block,kanakapura hills,20,RD0676588653995072,3.39,117.74,0.16,117.9,paytm,2024-06-17 09:03:30,2024,6,9,0,0,1,morning_rush,1,0.0,low_demand,1.03,0.1028,10.17,34.78,short,moderate,standard
auto,2024-08-04,completed,rajarajeshwari nagar 5th block,banashankari crescent,16,RD0647897326735361,5.53,122.07,4.07,126.14,qr scan,2024-08-04 16:32:51,2024,8,16,6,1,0,evening_rush,1,0.0,high_demand,0.98,0.1028,20.74,22.81,medium,moderate,standard
cab_economy,2024-08-14,completed,nagasandra square,hebbal meadows,74,RD7444230198460381,14.42,632.41,16.22,648.63,qr scan,2024-08-14 10:08:41,2024,8,10,2,0,1,late_morning,1,0.0,medium_demand,1.0,0.1074,11.69,44.98,medium,long,premium
parcel,2024-06-25,completed,kalyan nagar nagar,doddakannelli alley,12,RD2234041787198763,6.86,78.37,0.65,79.02,amazon pay,2024-06-25 21:42:08,2024,6,21,1,0,0,night,1,0.1429,high_demand,1.0,0.1053,34.3,11.52,medium,quick,standard
bike_lite,2024-08-08,completed,ramamurthy nagar lane,chikkabellandur view,5,RD0087131202572477,0.8,29.79,1.55,31.34,paytm,2024-08-08 08:00:59,2024,8,8,3,0,1,morning_rush,1,0.0,medium_demand,1.0,0.0995,9.6,39.17,short,quick,budget
cab_economy,2024-07-19,completed,subbanna palya garden,doddanekundi valley,21,RD0999620804210363,9.06,220.51,5.52,226.03,paytm,2024-07-19 00:21:52,2024,7,0,4,0,0,late_night,1,0.0,medium_demand,0.98,0.1074,25.89,24.95,medium,moderate,premium
parcel,2024-07-28,completed,iti layout passage,hennur nagar,28,RD5125115624070536,4.79,91.75,19.41,111.16,paytm,2024-07-28 08:30:23,2024,7,8,6,1,1,morning_rush,1,0.0,low_demand,1.0,0.1053,10.26,23.21,short,moderate,standard
auto,2024-07-28,completed,srirampura 2nd block,hsr layout 5th block,11,RD2124185447891144,3.77,90.63,5.52,96.15,amazon pay,2024-07-28 19:00:50,2024,7,19,6,1,1,evening_rush,1,0.1667,high_demand,0.99,0.1028,20.56,25.5,short,quick,standard
auto,2024-07-03,completed,hsr layout garden,kundalahalli works,5,RD8407691433770221,3.18,77.67,2.33,80.0,paytm,2024-07-03 12:17:15,2024,7,12,2,0,0,late_morning,1,0.0,low_demand,1.0,0.1028,38.16,25.16,short,quick,standard
bike,2024-08-08,completed,agrahara layout extension,bommanahalli garden,31,RD0342890508626345,6.63,128.49,25.39,153.88,qr scan,2024-08-08 17:54:03,2024,8,17,3,0,1,evening_rush,1,0.0,medium_demand,1.0,0.1036,12.83,23.21,medium,long,standard
parcel,2024-08-01,completed,chikkalasandra 4th block,doddakannelli 2nd block,13,RD6599545630144691,2.19,67.46,3.07,70.53,paytm,2024-08-01 04:59:00,2024,8,4,3,0,0,late_night,1,0.0,medium_demand,1.0,0.1053,10.11,32.21,short,quick,budget
auto,2024-08-12,completed,kadugodi plaza,jalahalli run,42,RD0657251815241681,13.07,236.26,1.54,237.8,gpay,2024-08-12 15:06:59,2024,8,15,0,0,0,afternoon,1,0.0,low_demand,1.0,0.1028,18.67,18.19,medium,long,premium
parcel,2024-07-03,completed,ganganagar colony,kanakapura township,7,RD2642530389311250,2.61,62.34,16.72,79.06,qr scan,2024-07-03 23:23:02,2024,7,23,2,0,0,late_night,1,0.0,medium_demand,0.96,0.1053,22.37,30.29,short,quick,standard
bike,2024-07-20,completed,billekahalli station,vidyaranyapura track,7,RD6879448042169096,4.58,47.07,3.14,50.21,gpay,2024-07-20 22:43:04,2024,7,22,5,1,0,night,1,0.2,medium_demand,1.01,0.1036,39.26,10.96,short,quick,budget
parcel,2024-06-22,completed,dommasandra place,kasavanahalli cove,34,RD7564541425248758,8.51,146.12,2.0,148.12,qr scan,2024-06-22 17:03:45,2024,6,17,5,1,1,evening_rush,1,0.0,low_demand,1.0,0.1053,15.02,17.41,medium,long,standard
bike,2024-06-29,completed,bhadrappa layout village,hulimavu meadows,25,RD6945361519810087,10.03,85.88,31.75,117.63,qr scan,2024-06-29 20:14:40,2024,6,20,5,1,0,night,1,0.0,low_demand,1.0,0.1036,24.07,11.73,medium,moderate,standard
auto,2024-08-03,completed,basaveshwaranagar zone,attibele alcove,16,RD6738172443504355,6.68,125.27,18.96,144.23,paytm,2024-08-03 16:24:58,2024,8,16,5,1,0,evening_rush,1,0.0,medium_demand,0.98,0.1028,25.05,21.59,medium,moderate,standard
bike,2024-07-20,completed,kothaguda 1st block,bommanahalli 3rd stage,16,RD9989130009931360,5.8,62.13,14.11,76.24,amazon pay,2024-07-20 20:44:06,2024,7,20,5,1,0,night,1,0.1667,high_demand,1.0,0.1036,21.75,13.14,medium,moderate,standard
auto,2024-08-03,completed,nagawara 6th block,domlur garden,5,RD6780140286015691,1.68,49.66,7.87,57.53,qr scan,2024-08-03 13:28:37,2024,8,13,5,1,0,afternoon,1,0.0,low_demand,1.02,0.1028,20.16,34.24,short,quick,budget
auto,2024-08-03,completed,dooravani nagar fork,madiwala 6th block,11,RD9153450028232881,1.5,57.91,20.36,78.27,paytm,2024-08-03 15:37:18,2024,8,15,5,1,0,afternoon,1,0.0,low_demand,1.0,0.1028,8.18,52.18,short,quick,standard
cab_economy,2024-08-13,completed,chikkagubbi pass,banashankari pointe,27,RD7257307946078527,12.92,369.34,4.22,373.56,amazon pay,2024-08-13 00:25:06,2024,8,0,1,0,0,late_night,1,0.0,high_demand,0.98,0.1074,28.71,28.91,medium,moderate,premium
cab_economy,2024-06-27,completed,btm layout crescent,bhuvaneshwari nagar yard,94,RD4730093141536366,15.55,739.28,2.25,741.53,qr scan,2024-06-27 08:51:49,2024,6,8,3,0,1,morning_rush,1,0.2,medium_demand,1.0,0.1074,9.93,47.69,long,long,premium
bike,2024-06-26,completed,koramangala,tavarekere bridge,5,RD0753215620615800,1.4,34.85,6.49,41.34,amazon pay,2024-06-26 02:50:32,2024,6,2,2,0,0,late_night,1,0.1017,high_demand,0.96,0.1036,16.8,29.53,short,quick,budget
auto,2024-07-26,completed,amruthahalli park,rt nagar area,17,RD8614462133834901,5.48,151.03,4.05,155.08,paytm,2024-07-26 01:49:24,2024,7,1,4,0,0,late_night,1,0.0,low_demand,1.01,0.1028,19.34,28.3,medium,moderate,premium
cab_economy,2024-07-26,completed,nagwara 2nd stage,nandini layout pass,64,RD7917677715019326,16.94,746.66,13.16,759.82,gpay,2024-07-26 09:42:23,2024,7,9,4,0,1,morning_rush,1,0.0,high_demand,1.03,0.1074,15.88,44.85,long,long,premium
auto,2024-08-16,completed,horamavu meadows,doddakannelli heights,16,RD2350523900589184,4.01,100.83,5.52,106.35,paytm,2024-08-16 16:06:27,2024,8,16,4,0,0,evening_rush,1,0.1667,high_demand,0.98,0.1028,15.04,26.52,short,moderate,standard
bike,2024-07-17,completed,horamavu cove,nandini layout lane,9,RD5590527143323864,4.79,45.63,2.06,47.69,gpay,2024-07-17 13:50:30,2024,7,13,2,0,0,afternoon,1,0.4,medium_demand,1.02,0.1036,31.93,9.96,short,quick,budget
parcel,2024-08-08,completed,whitefield village,hennur square,11,RD1979895748800973,2.72,80.63,14.67,95.3,amazon pay,2024-08-08 08:18:37,2024,8,8,3,0,1,morning_rush,1,0.0,medium_demand,1.0,0.1053,14.84,35.04,short,quick,standard
parcel,2024-07-15,completed,hsr layout dam,domlur commons,8,RD3266254485089305,2.08,44.04,2.25,46.29,paytm,2024-07-15 13:36:00,2024,7,13,0,0,0,afternoon,1,0.0,low_demand,1.02,0.1053,15.6,22.25,short,quick,budget
bike,2024-07-22,completed,rajarajeshwari nagar close,chikkalasandra view,26,RD7127683974262860,6.29,81.94,22.99,104.93,amazon pay,2024-07-22 19:54:53,2024,7,19,0,0,1,evening_rush,1,0.3333,high_demand,0.99,0.1036,14.52,16.68,medium,moderate,standard
bike_lite,2024-06-21,cancelled,doddanekundi grove,sahakar nagar valley,25,RD6947550451018868,4.09,0.0,0.0,0.0,not_applicable,2024-06-21 17:22:11,2024,6,17,4,0,1,evening_rush,0,0.2,medium_demand,1.0,0.0995,9.82,0.0,short,moderate,cancelled
auto,2024-06-23,completed,munnekollal close,hosur sarjapur road layout viewpoint,17,RD0570304215800388,6.14,121.59,4.49,126.08,gpay,2024-06-23 06:53:00,2024,6,6,6,1,0,morning_rush,1,0.0,high_demand,1.0,0.1028,21.67,20.53,medium,moderate,standard
bike,2024-06-25,cancelled,balagere arc,hebbal cutting,22,RD9780307992364308,5.24,0.0,0.0,0.0,not_applicable,2024-06-25 21:47:59,2024,6,21,1,0,0,night,0,0.2,medium_demand,1.0,0.1036,14.29,0.0,medium,moderate,cancelled
cab_economy,2024-07-04,completed,hosur village,kaval byrasandra 5th stage,35,RD6416274975829550,9.89,251.1,3.76,254.86,amazon pay,2024-07-04 16:02:14,2024,7,16,3,0,0,evening_rush,1,0.0,medium_demand,0.98,0.1074,16.95,25.77,medium,long,premium
bike,2024-07-09,completed,ulsoor court,malleshwaram arcade,9,RD9290976614019823,3.38,42.07,5.52,47.59,qr scan,2024-07-09 21:14:53,2024,7,21,1,0,0,night,1,0.0,low_demand,1.0,0.1036,22.53,14.08,short,quick,budget
bike,2024-07-29,cancelled,subbanna palya 1st block,pai layout road,19,RD2984558095911500,6.17,0.0,0.0,0.0,not_applicable,2024-07-29 13:07:59,2024,7,13,0,0,0,afternoon,0,0.5,low_demand,1.02,0.1036,19.48,0.0,medium,moderate,cancelled
bike,2024-07-16,completed,benniganahalli 3rd stage,bellandur outer ring road bay,27,RD0703372253522834,5.1,111.32,3.58,114.9,paytm,2024-07-16 10:47:00,2024,7,10,1,0,1,late_morning,1,0.0,low_demand,1.0,0.1036,11.33,22.53,medium,moderate,standard
auto,2024-08-01,completed,hosur fields,mg road nagar,26,RD6509972678420429,7.08,143.62,2.41,146.03,gpay,2024-08-01 20:32:38,2024,8,20,3,0,0,night,1,0.0,low_demand,1.0,0.1028,16.34,20.63,medium,moderate,standard
bike,2024-08-10,completed,koramangala colony,madivala depot,5,RD4141940311331944,1.11,24.8,1.6,26.4,paytm,2024-08-10 20:43:39,2024,8,20,5,1,0,night,1,0.0,low_demand,1.0,0.1036,13.32,23.78,short,quick,budget
bike_lite,2024-07-03,completed,rajarajeshwari nagar ridge,dr. shivaram karanth nagar mews,33,RD6637191193153117,6.13,63.35,16.93,80.28,qr scan,2024-07-03 19:52:57,2024,7,19,2,0,1,evening_rush,1,0.0,medium_demand,0.99,0.0995,11.15,13.1,medium,long,standard
parcel,2024-07-02,completed,kengeri trail,vidyaranyapura layout,25,RD4956738533627498,7.98,98.59,6.53,105.12,amazon pay,2024-07-02 20:35:24,2024,7,20,1,0,0,night,1,0.25,medium_demand,1.0,0.1053,19.15,13.17,medium,moderate,standard
auto,2024-07-14,completed,bommanahalli 3rd stage,koramangala 4th block arcade,15,RD6545086814164281,6.0,156.65,0.72,157.37,qr scan,2024-07-14 01:47:39,2024,7,1,6,1,0,late_night,1,0.0,low_demand,1.01,0.1028,24.0,26.23,medium,quick,premium
bike,2024-07-21,completed,rt nagar township,nagawara commons,5,RD3817880976303420,1.77,27.29,1.91,29.2,qr scan,2024-07-21 14:33:02,2024,7,14,6,1,0,afternoon,1,0.0,medium_demand,0.97,0.1036,21.24,16.5,short,quick,budget
bike,2024-06-30,cancelled,kengeri 4th stage,bhadrappa layout valley,28,RD7828961357364981,5.57,0.0,0.0,0.0,not_applicable,2024-06-30 08:09:04,2024,6,8,6,1,1,morning_rush,0,0.2857,high_demand,1.0,0.1036,11.94,0.0,medium,moderate,cancelled
auto,2024-08-03,completed,hsr layout 2nd block,kothaguda garden,17,RD1225029458584532,3.64,102.42,10.43,112.85,amazon pay,2024-08-03 21:21:16,2024,8,21,5,1,0,night,1,0.5,low_demand,1.0,0.1028,12.85,31.0,short,moderate,standard
bike,2024-07-30,completed,nagawara valley,rachenahalli arc,35,RD8434741178055910,7.55,156.72,3.48,160.2,amazon pay,2024-07-30 18:23:19,2024,7,18,1,0,1,evening_rush,1,0.0,medium_demand,1.0,0.1036,12.94,21.22,medium,long,premium
bike,2024-07-08,completed,yelahanka track,banerghatta road crescent,12,RD9690777381518894,2.6,61.69,7.26,68.95,gpay,2024-07-08 01:12:37,2024,7,1,0,0,0,late_night,1,0.0,medium_demand,1.01,0.1036,13.0,26.52,short,quick,budget
parcel,2024-07-20,completed,doddanekundi layout,agrahara layout fork,25,RD7691928965536504,9.03,132.51,3.53,136.04,paytm,2024-07-20 03:51:00,2024,7,3,5,1,0,late_night,1,0.0,medium_demand,0.99,0.1053,21.67,15.07,medium,moderate,standard
auto,2024-06-22,completed,hebbal kempapura quarry,nayandahalli loop,29,RD0012999586946645,11.37,208.86,5.52,214.38,qr scan,2024-06-22 03:00:07,2024,6,3,5,1,0,late_night,1,0.0,low_demand,0.99,0.1028,23.52,18.85,medium,moderate,premium
cab_economy,2024-06-21,completed,gottigere garden,mg road quarry,17,RD9083033797945738,9.82,323.35,23.64,346.99,paytm,2024-06-21 02:07:49,2024,6,2,4,0,0,late_night,1,0.0,medium_demand,0.96,0.1074,34.66,35.34,medium,moderate,premium
cab_economy,2024-08-09,cancelled,rmv 2nd stage park,madivala loop,56,RD1525133767238987,17.67,0.0,0.0,0.0,not_applicable,2024-08-09 20:03:45,2024,8,20,4,0,0,night,0,0.25,medium_demand,1.0,0.1074,18.93,0.0,long,long,cancelled
auto,2024-07-13,completed,peenya road,varthur meadows,19,RD2697856534727332,2.84,135.04,23.74,158.78,paytm,2024-07-13 02:52:12,2024,7,2,5,1,0,late_night,1,0.4286,high_demand,0.96,0.1028,8.97,55.91,short,moderate,premium
bike_lite,2024-07-16,completed,kanaka nagar harbor,mahalakshmi layout vista,8,RD4339985979372494,3.87,35.31,18.36,53.67,qr scan,2024-07-16 02:38:56,2024,7,2,1,0,0,late_night,1,0.0,high_demand,0.96,0.0995,29.02,13.87,short,quick,budget
bike_lite,2024-07-01,completed,kormangala,lingarajapuram area,13,RD0934474087268970,4.17,38.74,7.55,46.29,paytm,2024-07-01 15:13:40,2024,7,15,0,0,0,afternoon,1,0.0986,high_demand,1.0,0.0995,19.25,11.1,short,quick,budget
bike,2024-06-21,completed,vasanth nagar quay,anekal station,46,RD5843077275347030,7.51,110.14,7.59,117.73,qr scan,2024-06-21 08:43:04,2024,6,8,4,0,1,morning_rush,1,0.0,low_demand,1.0,0.1036,9.8,15.68,medium,long,standard
bike,2024-06-17,completed,koramangala,arekere park,22,RD0773560815130615,6.36,72.35,4.08,76.43,amazon pay,2024-06-17 07:41:36,2024,6,7,0,0,0,morning_rush,1,0.1017,high_demand,1.02,0.1036,17.35,12.02,medium,moderate,standard
parcel,2024-06-17,completed,btm 2nd stage 6th stage,hebbal 3rd stage,9,RD9243428606061433,2.38,55.28,0.95,56.23,qr scan,2024-06-17 03:47:32,2024,6,3,0,0,0,late_night,1,0.0,low_demand,0.99,0.1053,15.87,23.63,short,quick,budget
auto,2024-06-18,completed,koramangala viewpoint,kaggalipura fields,41,RD5223007291060805,13.34,304.66,21.5,326.16,paytm,2024-06-18 05:46:40,2024,6,5,1,0,0,late_night,1,0.0,medium_demand,1.01,0.1028,19.52,24.45,medium,long,premium
cab_economy,2024-08-03,completed,marathahalli alley,gottigere esplanade,28,RD0518418323695111,8.48,310.81,5.3,316.11,qr scan,2024-08-03 02:00:38,2024,8,2,5,1,0,late_night,1,0.0,medium_demand,0.96,0.1074,18.17,37.28,medium,moderate,premium
